fid,idcar_1km,i_est_1km,lcog_geo,ind,men,men_pauv,men_1ind,men_5ind,men_prop,men_fmp,ind_snv,men_surf,men_coll,men_mais,log_av45,log_45_70,log_70_90,log_ap90,log_inc,log_soc,ind_0_3,ind_4_5,ind_6_10,ind_11_17,ind_18_24,ind_25_39,ind_40_54,ind_55_64,ind_65_79,ind_80p,ind_inc,codearondo
"16018",CRS3035RES1000mN2399000E4053000,"0","0511905065",146,77,12,27,0,49.9,7,3403303.4,7612.2,39.1,37.9,13.1,6.8,18.1,39,0,0,1.8,2.9,2.8,8.1,5,30.1,24.2,27.9,37.2,6,0,"105"
"16019",CRS3035RES1000mN2399000E4054000,"0","0511905065",79,37.1,8,11.1,1,29,4,1782329.6,4230,10,27.1,3.8,1.1,11.2,21,0,0,4,0.5,1.5,5.9,3,12.1,14,13,19.9,5.1,0,"105"
"16020",CRS3035RES1000mN2399000E4055000,"0","05065",162.5,81,8.1,35,2,33.9,9,3820921.7,6636,63,18,5.1,12,30,33.9,0,18,6,3.5,4.5,12.5,14,35,29,18,31.1,8.9,0,"105"
"16021",CRS3035RES1000mN2399000E4065000,"1","05026",2,0.9,0.2,0.3,0,0.7,0.2,39267.1,91.5,0.3,0.6,0.6,0.1,0.1,0.1,0,0,0,0.2,0.2,0.2,0.1,0.3,0.3,0,0.6,0.1,0,"105"
"16022",CRS3035RES1000mN2400000E3990000,"1","05139",4,1.3,0.1,0.4,0.2,1.1,0.2,85378.2,109.5,0.4,0.9,0.7,0.1,0.1,0.4,0,0,0.2,0.3,0.1,0.5,0.1,0.4,1.3,0.7,0.2,0.2,0,"205"
"16023",CRS3035RES1000mN2400000E4008000,"1","05072",4,2.3,0.3,1.1,0,1.8,0.3,82506.4,167.8,0.9,1.4,0.6,0.3,0.5,0.9,0,0,0.1,0,0,0.3,0.3,0.8,1.1,0.8,0.5,0.1,0,"205"
"16024",CRS3035RES1000mN2400000E4009000,"0","05072",128.5,71,4,32.1,0,48,8.9,3261477,5510,35.1,35.9,6,0,26.1,38.9,0,0,4.9,4.1,1.5,5.1,6.1,28.8,22.9,18.1,30.1,6.9,0,"205"
"16025",CRS3035RES1000mN2400000E4010000,"0","0507205148",26,11.9,0,6.1,2.1,10.9,1.1,710862,1339,0.9,11,6,0,2.9,3,0,0,1,0,1.9,0,0,3,5,6.1,3.9,5.1,0,"205"
"16026",CRS3035RES1000mN2400000E4011000,"0","05148",136,67,5,29,2,49.9,5.1,3330671.8,7036,27,40,23.1,6,9.9,28,0,0,5.9,6,6.9,8.1,6,36,14.2,24.7,11.2,17,0,"205"
"16027",CRS3035RES1000mN2400000E4012000,"0","0514805056",174.5,81.9,7,27,2,57.9,8,3980509.6,8066.1,19,62.9,28.1,1,10.9,41.9,0,0,7.9,4.1,6,10.5,11.1,35,38,25.9,24,12,0,"205"
"16028",CRS3035RES1000mN2400000E4013000,"1","0505605148",87,35.8,6.7,9,2.7,26.5,3.7,1929223.2,3723.6,12.4,23.4,5.3,8,11.5,11,0,0,1.8,0,6.2,10.1,7.6,12.9,19.1,14,9.3,6,0,"205"
"16029",CRS3035RES1000mN2400000E4014000,"1","050290505605025",21.5,9.1,1.2,3.3,0.5,6.5,0.5,438071.1,955.1,3.3,5.8,3.2,0,3.4,2.5,0,0,0.5,0.7,1.2,2.9,1.4,2.6,4.3,4.3,3.6,0,0,"205"
"16030",CRS3035RES1000mN2400000E4015000,"0","0502905025",113.5,50,3.1,13.1,1,41,6,2754763.9,5053,16.1,33.9,14.9,4,19,12.1,0,0,5.9,3,8,6.5,5.1,22.9,13.9,18.2,22,8,0,"205"
"16031",CRS3035RES1000mN2400000E4016000,"0","05029",152,74.2,9.9,35.2,5.9,58.9,6.2,3237693.3,6905,24.9,49.3,9.2,14.2,27.9,22.9,0,0,7.8,4.1,11.8,12.9,8.2,21,27.1,20.1,30.9,8.1,0,"205"
"16032",CRS3035RES1000mN2400000E4017000,"0","05029",222,99.9,8,34.1,3.9,55,12,5060326.4,8542,53,46.9,6.9,16.9,36.1,40,0,7,9.6,7.1,15.4,15.1,18,37.8,46,34,32,7,0,"205"
"16033",CRS3035RES1000mN2400000E4018000,"0","0514905029",89.5,40,2,11.9,1.9,30,2.9,2054581.1,3586,15.9,24.1,0,3,16.9,20.1,0,0,0.9,3,4.5,8.5,2.6,10.1,17.9,15,17.1,9.9,0,"205"
"16034",CRS3035RES1000mN2400000E4019000,"0","05149",165.5,77.8,16.1,33,4.8,52,5.9,3887367.8,6804.1,38.8,39,10.1,4.8,9.9,53,0,3,9.4,4.1,7.9,14.2,5.6,32.9,33.2,24,20,14.2,0,"205"
"16035",CRS3035RES1000mN2400000E4020000,"1","05149",5,2.5,0.4,1,0.1,2,0.2,122868.7,248,0.8,1.7,0.5,0.3,0.4,1.3,0,0,0.3,0,0.1,0.2,0.5,0.5,1,0.7,1.5,0.2,0,"205"
"16036",CRS3035RES1000mN2400000E4048000,"1","0513405116",8,3.5,1,1.2,0.2,2.8,0.2,173998.4,374.8,1.2,2.3,1.5,0,0.7,1.3,0,0,0,0,0.2,1.2,0.5,0,2.8,1.5,1.5,0.3,0,"105"
"16037",CRS3035RES1000mN2400000E4049000,"0","0511605134",56,25,4.1,6.8,1.1,23.9,3,1223530.1,2671.1,5,20,5.9,0,2.2,16.9,0,0,3,0,2,4.8,1.1,7,5,18,12.1,3,0,"105"
"16038",CRS3035RES1000mN2400000E4050000,"0","05116050650511905134",25,13,1,5,0,12,0,646063.3,1245,3,10,4,1,3,5,0,0,2,0,2,0,0,8,2,6,3,2,0,"105"
"16039",CRS3035RES1000mN2400000E4051000,"0","050650511905116",52,21,1,5,0,13.9,3,1223458,1599.1,15.9,5.1,2,1,13.9,3.1,1,0,3,1.4,2.5,8,1,11.1,18,5,0,2,0,"105"
"16040",CRS3035RES1000mN2400000E4052000,"0","05065051190505205082",149,66.7,5.8,18,2.1,46.9,13,3331838.8,6388,30.9,35.8,4.5,8,24.3,29.9,0,0,7.5,2.1,6.3,11,12,22.1,30.8,28.3,20.8,8.1,0,"105"
"16041",CRS3035RES1000mN2400000E4053000,"0","05065050520511905082",67,32.9,5.1,10,0,21.9,7.9,1584845.2,3256.9,14,18.9,1,5.9,10,14.9,1.1,0,2.4,0,2,11.4,3,8,19,8.1,11,2.1,0,"105"
"16042",CRS3035RES1000mN2400000E4054000,"0","05065",1210,622.1,111,276,17.1,326,94.9,25592539.8,48910,426,196.1,159.1,130,130,202,1,65,37.6,28.4,59.6,113.5,80,208,263.9,152,183,84,0,"105"
"16043",CRS3035RES1000mN2400000E4055000,"1","05065",678.5,337.2,49.7,120.9,9,221.1,40,15449928.1,30894.2,187.7,149.5,18.3,31.3,103.2,183.4,1,15,15.6,8.8,30,59.2,33.7,90.9,131.9,93.3,155.3,59.8,0,"105"
"16044",CRS3035RES1000mN2400000E4056000,"1","05065",62,27.7,2.3,6.9,1,23.9,3,1403434.8,2760.1,8,19.7,1.7,0,18,8,0,0,2.4,1.4,0.4,3.8,4.4,8.6,9.6,10.9,15.6,4.9,0,"105"
"16045",CRS3035RES1000mN2400000E4064000,"1","05026",40,20.7,0.8,9.9,0,11.5,0.8,1080571.4,1689.9,7,13.7,9.7,1.8,5.6,3.6,0,0,1.8,1,3.8,1,0,4.8,8.4,6.9,9.1,3.2,0,"105"
"16046",CRS3035RES1000mN2400000E4065000,"0","05026",88,42,5,13.9,2,34,0,2262330.9,4188,22.1,19.9,15.9,7,12,7.1,0,1,0,0,2,9.9,4,5,18,13.1,30,6,0,"105"
"16047",CRS3035RES1000mN2401000E3975000,"1","05146",2,0.9,0.3,0.1,0,0.7,0.1,34970.1,81.6,0.2,0.7,0.8,0,0.1,0,0,0,0,0,0.1,0,0.1,0.2,0.4,0.4,0.6,0.2,0,"205"
"16048",CRS3035RES1000mN2401000E3978000,"1","05146",5,2.5,0.7,0.5,0,2,0.3,108110.5,251,0.2,2.3,1.7,0.1,0.2,0.5,0,0,0,0.1,0.2,0,0.2,0.3,0.2,0.7,2.8,0.5,0,"205"
"16049",CRS3035RES1000mN2401000E3979000,"1","05146",3,1.5,0.3,0.3,0,1.2,0.3,64866.3,150.6,0.3,1.2,1.2,0,0,0.3,0,0,0,0,0,0,0,0.3,0,0.6,1.8,0.3,0,"205"
"16050",CRS3035RES1000mN2401000E3991000,"1","05139",25,8.3,0.8,2.5,1.2,6.7,1.2,533613.6,684.5,2.5,5.8,4.5,0.5,0.8,2.5,0,0,1.2,2,0.8,3.3,0.8,2.5,8,4.2,0.9,1.3,0,"205"
"16051",CRS3035RES1000mN2401000E4009000,"1","05072",22,12.7,1.7,5.9,0,10.1,1.7,453785.2,923.1,5.1,7.6,3.4,1.7,2.5,5.1,0,0,0.8,0,0,1.6,1.7,4.3,5.9,4.3,2.6,0.8,0,"205"
"16052",CRS3035RES1000mN2401000E4010000,"0","0514805072",39,20,2.1,12,0.9,14,2.1,825693.2,1746.1,3,17,16,1,0,3,0,0,0.9,1,4,3,1,4.9,9.2,4,6.1,4.9,0,"205"
"16053",CRS3035RES1000mN2401000E4011000,"0","051480514705132",80,33,6,9,3,23.9,5,1647214.3,3297,11,22,13.9,0,5.1,14,0,0,6,2,8,3.1,6.1,13.9,12,18,6.9,4,0,"205"
"16054",CRS3035RES1000mN2401000E4012000,"1","051470514805056",10,4.6,0.8,1,0.1,3,0.8,226302.3,452.4,1.6,3,1,0.6,2,1,0,0,0.2,0,0.4,1,0.8,1.6,2.1,1.7,1.6,0.6,0,"205"
"16055",CRS3035RES1000mN2401000E4013000,"1","051470505605025",8,3.7,0.6,0.8,0.1,2.4,0.6,181041.8,361.9,1.3,2.4,0.8,0.5,1.6,0.8,0,0,0.2,0,0.3,0.8,0.6,1.3,1.7,1.3,1.3,0.5,0,"205"
"16056",CRS3035RES1000mN2401000E4014000,"0","05025050290505605147",120.5,49,2.9,13.9,1.9,38,2.1,2899476.1,5048,14.9,34.1,9,3.9,8.2,27.9,0,0,6.1,4,6.2,10.1,8.3,20.9,31.9,15,9.9,8.1,0,"205"
"16057",CRS3035RES1000mN2401000E4015000,"1","0502505029",38,16,2,5.8,0.6,11.4,0.6,774265.2,1688,5.8,10.2,5.8,0,5.8,4.4,0,0,0.6,1.2,2.4,5.2,2.6,4.4,7.6,7.6,6.4,0,0,"205"
"16058",CRS3035RES1000mN2401000E4016000,"1","05029",22,9.8,0.4,2.2,0,8.1,0.7,536004,999.2,2.8,7,1,1.2,4.8,2.8,0,0,0.6,0.4,1.8,1.2,1.2,2.2,4.8,3.3,5,1.5,0,"205"
"16059",CRS3035RES1000mN2401000E4017000,"1","0502905145",121.5,57.2,4.8,17.6,0.8,41.9,5.2,2834576.2,5780.9,20.6,36.6,15.1,4.7,22.2,15.2,0,0,2.5,1.6,10.6,6.7,5.9,14.6,29,16.6,23.2,10.8,0,"205"
"16060",CRS3035RES1000mN2401000E4018000,"1","051450514905029",26,8.9,2.1,1,0.5,5.8,1,552563.5,795.2,2.6,6.3,2.1,0.5,2.6,3.7,0,0,2.1,0.5,2.6,1.5,2.6,2.6,7.3,3.1,2.1,1.6,0,"205"
"16061",CRS3035RES1000mN2401000E4019000,"1","0514905145",23.5,8.1,1.9,1,0.5,5.2,1,499432.4,718.8,2.4,5.7,1.9,0.4,2.4,3.4,0,0,1.9,0.4,2.4,1.2,2.4,2.4,6.7,2.8,1.9,1.4,0,"205"
"16062",CRS3035RES1000mN2401000E4020000,"1","0514505149",46,23.3,3.6,9.9,0.9,18.8,1.8,1130391.8,2281.2,8.1,15.2,5.3,2.8,3.7,11.5,0,0,2.8,0.7,0.9,1.9,4.6,5.3,9,6.2,13.5,1.1,0,"205"
"16063",CRS3035RES1000mN2401000E4028000,"1","05096",6,2.8,0.6,1,0.2,2.4,0.4,127580.4,238.8,0.2,2.6,1.2,0.6,0.4,0.6,0,0,0.2,0.2,0.2,0.4,0.4,0.6,1,1.8,0.6,0.6,0,"205"
"16064",CRS3035RES1000mN2401000E4049000,"1","05116",16,7,2,2.5,0.5,5.5,0.5,347996.8,749.5,2.5,4.5,3,0,1.5,2.5,0,0,0,0,0.4,2.5,1,0,5.5,3,3.1,0.5,0,"105"
"16065",CRS3035RES1000mN2401000E4050000,"0","0511605065",63,28,6,10,2.1,19.9,2.1,1298418,2626.1,6,22,8.2,0.9,6,12.9,0,0,2.1,3.1,4,5.1,2.2,9.8,14.9,8,9.8,4,0,"105"
"16066",CRS3035RES1000mN2401000E4051000,"0","050520506505116",24,12,2,3,0,9,3,479387.5,1477,1.9,10.1,0,2,2.9,7.1,0,0,1,0,1.9,1,2,3,6.9,4.1,4.1,0,0,"105"
"16067",CRS3035RES1000mN2401000E4052000,"0","050520508205065",208,99.1,12.8,39,1,47.9,19,4415623.5,8788,53,46.1,51,12.1,12,23,1,0,8.5,7.3,13.4,25.4,7.1,44,45,30,17,10.3,0,"105"
"16068",CRS3035RES1000mN2401000E4053000,"0","050520506505082",26.5,15,1,7,0,2,2,552872.6,1169,13,2,2,0,0,13,0,0,1,2,0.5,2,0,8,6,3,4,0,0,"105"
"16069",CRS3035RES1000mN2401000E4054000,"1","0506505052",17,7.7,1.2,1.9,0,6.8,1,393935.4,799.8,2.3,5.4,0.6,0.9,2.6,3.6,0,0,0.5,0.7,0.5,1.2,1.1,3.2,3.4,2.6,2.7,1.1,0,"105"
"16070",CRS3035RES1000mN2401000E4056000,"1","0505205065",16,8.3,1.7,4.1,0,7.1,0,392819.1,875.9,3.1,5.2,2.4,0,2.8,3.1,0,0,0.5,0.6,0.7,1.1,0.7,2.4,2.4,4.1,2.4,1.1,0,"105"
"16071",CRS3035RES1000mN2401000E4058000,"1","0506505052",22,9.7,2,3.5,0.5,7.3,1.5,455346,860.4,6.8,2.9,2.9,0.5,0,6.3,0,0,0.5,0,2.9,2.9,1,3.5,4.4,2.4,2.9,1.5,0,"105"
"16072",CRS3035RES1000mN2401000E4061000,"1","05026",8,3.5,0.7,1.3,0.2,2.7,0.5,165580.3,312.9,2.4,1.1,1.1,0.1,0,2.3,0,0,0.2,0,1.1,1.1,0.3,1.3,1.6,0.8,1.1,0.5,0,"105"
"16073",CRS3035RES1000mN2401000E4063000,"1","05026",5,2.2,0.5,0.8,0.1,1.6,0.4,103487.7,195.5,1.6,0.6,0.6,0.1,0,1.5,0,0,0.1,0,0.6,0.6,0.3,0.8,1,0.6,0.6,0.4,0,"105"
"16074",CRS3035RES1000mN2401000E4064000,"0","05026",95,52,9.9,21,0.9,42,6,2128603.4,4555.1,32,20,0,12,16.8,23.2,0,0,0,0,6.4,4.5,5.1,12.9,13.2,15.9,32,5,0,"105"
"16075",CRS3035RES1000mN2401000E4065000,"1","05026",3,1.7,0.1,0.9,0,1.1,0.1,76174.5,106.6,0.7,1,1,0.1,0.3,0.3,0,0,0.1,0,0.1,0,0,0.2,0.4,0.9,0.7,0.6,0,"105"
"16076",CRS3035RES1000mN2401000E4066000,"1","05026",1,0.6,0,0.3,0,0.4,0,25391.5,35.5,0.3,0.3,0.3,0.1,0.1,0.1,0,0,0,0,0.1,0,0,0.1,0.1,0.3,0.2,0.2,0,"105"
"16077",CRS3035RES1000mN2402000E3978000,"1","0514626168",2,1,0.3,0.2,0,0.8,0.1,43244.2,100.4,0.1,0.9,0.7,0,0.1,0.2,0,0,0,0,0.1,0,0.1,0.1,0.1,0.3,1.1,0.2,0,"205"
"16078",CRS3035RES1000mN2402000E4008000,"1","0505405072",17,8.5,1.4,3.4,0,7.9,0,366982.1,812,1.1,7.4,3,0.6,4.9,0,0,0,0.6,0.3,1.1,0.6,0.6,3.1,2.8,2,5.1,0.8,0,"205"
"16079",CRS3035RES1000mN2402000E4009000,"0","0507205054",26,15.1,6.9,7.9,0,10.9,0,468123.2,1280.1,9,6.1,9,1,0,5.1,0,0,0,0,1,2,1,1,4,6,8,3,0,"205"
"16080",CRS3035RES1000mN2402000E4010000,"1","05132050720514805054",18,7,1,1.6,1,4.4,0,418665,613.8,1.4,5.6,2.6,1.6,1.6,1.2,0,0,0.2,0.2,2.4,1.6,0.2,3,4.6,0.2,4.2,1.4,0,"205"
"16081",CRS3035RES1000mN2402000E4011000,"0","051320514705148",69,27.1,0.9,4,3,23.9,0.9,1739153.3,2935.1,4,23.1,4,2.1,3.1,17.9,0,0,1,0,4.9,10.9,2,6.1,14.9,5.2,16,8,0,"205"
"16082",CRS3035RES1000mN2402000E4013000,"0","0514705025",182,80,8.9,23.9,2,63.1,4.9,4474973.9,8217,18,62,28.1,8,17,26.9,0,0,4,3.9,7.9,20,7.1,29,39,26.1,33.1,11.9,0,"205"
"16083",CRS3035RES1000mN2402000E4014000,"1","0502505147",31.5,18.2,3.8,7.6,0,15.9,1.5,771643.1,1728.3,6.8,11.4,8.4,0.9,2.2,6.7,0,0,1.4,0,0.8,0.9,1.1,4.5,3.1,5.2,11.4,3.1,0,"205"
"16084",CRS3035RES1000mN2402000E4015000,"1","05025050290515305147",7,4,0.8,1.7,0,3.5,0.3,171476.3,384.1,1.5,2.5,1.8,0.2,0.5,1.5,0,0,0.3,0,0.2,0.2,0.2,1,0.7,1.2,2.5,0.7,0,"205"
"16085",CRS3035RES1000mN2402000E4016000,"1","0502905153",11,5.5,1.2,1.5,0,4,0.8,212913.4,547.7,1.2,4.3,2.4,0.4,1.2,1.5,0,0,0.4,0,1.2,0,0.4,1.5,1.5,2,3.6,0.4,0,"205"
"16086",CRS3035RES1000mN2402000E4018000,"0","0514505153",93.5,35,4.1,6.1,1,23.9,4,1899707.5,3566,10.1,24.9,8.9,4,8.1,14,0,0,6.9,3,11.5,5,7,18.9,12,15,10.1,4.1,0,"205"
"16087",CRS3035RES1000mN2402000E4019000,"0","05145",30,12,1,2,1,10,1,730719,1065,1,11,0,4,5,3,0,0,3,1,1,3,1,3,9,6,2,1,0,"205"
"16088",CRS3035RES1000mN2402000E4020000,"0","05145",105.5,48.1,5,12,2,39,8,2458530.3,4707,13.1,35,2,4,22.1,20,0,5,7.9,1.1,9.4,7,2,15,15,15.1,26,7,0,"205"
"16089",CRS3035RES1000mN2402000E4021000,"0","05145",266,149,28.7,78.9,2.7,72.1,17.1,5067784.7,10865,99.7,49.3,28.8,42.8,18,59.4,0,17.7,7,2,7.2,27.7,16.7,28.1,46.1,33.1,68,30.1,0,"205"
"16090",CRS3035RES1000mN2402000E4022000,"1","05145",22,10.8,2.2,4.3,0.5,9.1,1,494022.6,1015.2,3.8,7,2.6,2.7,1.7,3.8,0,0,0,0,0.5,1.1,3.8,0.5,4.3,6,3.2,2.6,0,"205"
"16091",CRS3035RES1000mN2402000E4028000,"1","05096",4,1.9,0.4,0.7,0.1,1.6,0.3,85053.6,159.2,0.2,1.7,0.8,0.4,0.3,0.4,0,0,0.1,0.1,0.1,0.3,0.3,0.4,0.7,1.2,0.4,0.4,0,"205"
"16092",CRS3035RES1000mN2402000E4029000,"1","05096",15,7,1.7,2.5,0.3,6.2,0.8,318951.2,597.2,0.5,6.5,3.1,1.7,0.8,1.4,0,0,0.3,0.5,0.5,1.2,0.8,1.7,2.3,4.5,1.7,1.5,0,"205"
"16093",CRS3035RES1000mN2402000E4052000,"0","0505205136",369.5,169.1,10.1,53.9,4.1,125.9,12.1,9134721.5,17166.9,65,104.1,6.9,31.2,62.1,68.9,0,0,9.9,7,23.5,27,15,57.9,82.2,59.8,57.1,30.1,0,"105"
"16094",CRS3035RES1000mN2402000E4053000,"0","05052",158,71.1,13.8,26,3.9,49,4.9,3328899.9,7237.1,28.1,43,22.1,7,14.9,27.1,0,0,5.1,5,11.8,13,6.9,31.1,25.9,21,30.1,8.1,0,"105"
"16095",CRS3035RES1000mN2402000E4054000,"0","05052",124.5,54,6,17,2,43,3,2878648.7,5458,12.1,41.9,13.2,0,10.8,30,0,0,4,6.2,7,11.3,3,17.1,36,18,14.9,7,0,"105"
"16096",CRS3035RES1000mN2403000E3978000,"1","2616805146",2,1,0.3,0.2,0,0.8,0.1,43244.2,100.4,0.1,0.9,0.7,0,0.1,0.2,0,0,0,0,0.1,0,0.1,0.1,0.1,0.3,1.1,0.2,0,"205"
"16097",CRS3035RES1000mN2403000E3991000,"1","05139",31,10.4,1.1,3.1,1.5,8.2,1.5,661680.7,848.9,3.1,7.3,5.6,0.6,1.1,3.1,0,0,1.5,2.4,1.1,4.2,1.1,3.1,9.8,5.1,1.1,1.6,0,"205"
"16098",CRS3035RES1000mN2403000E3999000,"1","05139",11,5.2,0.3,1.8,0.3,4.4,0.3,225219.8,467.8,1.1,4.1,1.8,0,1.1,2.3,0,0,0.5,0.6,0,0.8,0.3,1.8,1.8,2,1.8,1.4,0,"205"
"16099",CRS3035RES1000mN2403000E4008000,"0","05054",52,23.1,6,8,0,15.1,2.9,1005277.3,2311.1,4.9,18.2,9,4,4.9,5.2,0,0,4,0,4,5,1.9,6,9,8,6.1,8,0,"205"
"16100",CRS3035RES1000mN2403000E4009000,"1","0505405132",33,16.5,2.6,6.6,0,15.2,0,712376.9,1576.1,2,14.5,5.8,1.3,9.4,0,0,0,1.2,0.7,2,1.3,1.3,5.9,5.3,4,9.9,1.4,0,"205"
"16101",CRS3035RES1000mN2403000E4010000,"0","0513205054",45.5,18.9,0.8,3.1,0.8,18.1,4.9,1107733.2,2250.9,3,15.9,3.1,1.9,2,11.9,0,0,3.1,0.8,4.9,2.4,1.1,6.8,9.1,8.2,6,3.1,0,"205"
"16102",CRS3035RES1000mN2403000E4011000,"1","0513205147",39,15.2,2.1,3.5,2.1,9.5,0,907107.5,1330,2.8,12.4,5.6,3.5,3.5,2.6,0,0,0.4,0.5,5.5,3.5,0.8,6.2,9.5,0.8,9,2.8,0,"205"
"16103",CRS3035RES1000mN2403000E4012000,"1","0514705132",38.5,18.7,3.5,6.8,1.7,15.2,2.5,820234.2,1894.5,3.5,15.2,8.3,1,4.2,5.2,0,0,0,0,5.2,3,1.7,6.6,1.7,8.5,6.6,5.2,0,"205"
"16104",CRS3035RES1000mN2403000E4013000,"1","05147",7,3.4,0.6,1.3,0.2,2.8,0.5,149133.5,344.4,0.6,2.8,1.5,0.1,0.7,1.1,0,0,0,0,0.8,0.6,0.2,1.3,0.4,1.5,1.3,0.9,0,"205"
"16105",CRS3035RES1000mN2403000E4014000,"0","05147",89.5,37,4.8,9,3,31.8,3,1895173.5,3993,7.9,29.1,10.2,2.9,7,16.9,0,0,2.9,3.6,1.8,11.9,4.9,11.3,17.3,15,17.9,2.9,0,"205"
"16106",CRS3035RES1000mN2403000E4015000,"1","051530514705025",3,1.7,0.4,0.7,0,1.5,0.1,73489.8,164.6,0.6,1.1,0.8,0.1,0.2,0.6,0,0,0.1,0,0.1,0.1,0.1,0.4,0.3,0.5,1.1,0.3,0,"205"
"16107",CRS3035RES1000mN2403000E4016000,"0","05153",62,34,4.1,16.9,1,25.9,2,1319610.4,3461,14.1,19.9,9.9,5.1,9,10,0,0,0.9,0,3,5,1.1,3,15.1,7.9,21,5,0,"205"
"16108",CRS3035RES1000mN2403000E4017000,"1","05153",17,8.5,1.7,2.5,0,6,1.1,329048,846.4,1.7,6.8,3.7,0.6,1.7,2.5,0,0,0.6,0,1.7,0,0.6,2.5,2.5,3,5.4,0.7,0,"205"
"16109",CRS3035RES1000mN2403000E4019000,"0","05145",35,12,2,1,1,10,1,897473.6,1276,4,8,2,0,3,7,0,0,0.9,3,5,0.9,1.1,7,4,7,5,1.1,0,"205"
"16110",CRS3035RES1000mN2403000E4020000,"0","05145",88.5,40.2,5.1,10,2.9,33,3.9,2036169,4263.9,17.9,22.3,4.1,10.1,8.8,17.2,0,0,2.9,2.9,2.9,9.5,3.1,8.1,25,7,21.1,6,0,"205"
"16111",CRS3035RES1000mN2403000E4021000,"0","05145",76,32,0.9,5.9,1.9,28.1,1.9,1953577.3,3583,4,28,1,8.1,10.9,12,0,0,0,2,3,5.9,4.9,4.9,14,14,19.1,8.2,0,"205"
"16112",CRS3035RES1000mN2403000E4022000,"0","05145",109,48,9,17.1,3,34.9,2,2337113.2,4538.1,20,28,9,4.1,12.2,21.8,0.9,0,3,0.9,7.1,10.9,9.1,14.1,23.9,16.1,18.9,5,0,"205"
"16113",CRS3035RES1000mN2403000E4023000,"1","05145",19,9.3,1.9,3.8,0.5,7.9,0.8,426655.9,876.7,3.2,6.1,2.3,2.4,1.4,3.2,0,0,0,0,0.5,0.9,3.3,0.5,3.8,5,2.7,2.3,0,"205"
"16114",CRS3035RES1000mN2403000E4024000,"1","0514505096",26,13,1.7,5.5,1.7,10.7,1.1,594757.5,1153,4.4,8.6,2.8,0.7,5.5,4,0,0,0,1.1,1.7,1.7,0.3,2.3,6.2,6.2,4.8,1.7,0,"205"
"16115",CRS3035RES1000mN2403000E4025000,"1","0509605145",18,9,1.1,3.9,1.1,7.4,0.7,411755.1,798.2,3.1,5.9,1.9,0.5,3.8,2.8,0,0,0,0.8,1.1,1.1,0.4,1.7,4.3,4.3,3.2,1.1,0,"205"
"16116",CRS3035RES1000mN2403000E4027000,"1","05096",2,1,0.1,0.4,0.1,0.8,0.1,45750.6,88.7,0.3,0.7,0.2,0.1,0.4,0.3,0,0,0,0.1,0.1,0.1,0,0.2,0.5,0.5,0.4,0.1,0,"205"
"16117",CRS3035RES1000mN2403000E4028000,"1","05096",12,5.6,1.3,2,0.3,4.9,0.7,255160.9,477.7,0.4,5.2,2.5,1.3,0.7,1.1,0,0,0.3,0.4,0.4,0.9,0.7,1.3,1.9,3.6,1.3,1.2,0,"205"
"16118",CRS3035RES1000mN2403000E4029000,"1","05096",14,6.6,1.6,2.3,0.3,5.8,0.8,297687.7,557.3,0.6,6,2.8,1.6,0.8,1.4,0,0,0.3,0.5,0.5,1.1,0.8,1.5,2.1,4.2,1.6,1.4,0,"205"
"16119",CRS3035RES1000mN2403000E4030000,"1","05096",2,0.9,0.2,0.3,0,0.8,0.1,42526.8,79.6,0.1,0.8,0.4,0.2,0.1,0.2,0,0,0,0.1,0.1,0.2,0.1,0.2,0.3,0.6,0.2,0.2,0,"205"
"16120",CRS3035RES1000mN2403000E4050000,"1","0511605136",4,1.8,0.5,0.6,0.1,1.4,0.1,86999.2,187.4,0.6,1.2,0.8,0,0.4,0.6,0,0,0,0,0.1,0.6,0.2,0,1.4,0.8,0.8,0.1,0,"105"
"16121",CRS3035RES1000mN2403000E4051000,"1","0513605116",4,1.8,0.5,0.6,0.1,1.4,0.1,86999.2,187.4,0.6,1.2,0.8,0,0.4,0.6,0,0,0,0,0.1,0.6,0.2,0,1.4,0.8,0.8,0.1,0,"105"
"16122",CRS3035RES1000mN2403000E4052000,"0","0513605052",85,36.1,1,9.9,2,20,2,2233137.3,3968.1,10,26.1,1,1,7,27.1,0,0,6.1,3.9,3,3,4.1,26,15.8,12,9.1,2,0,"105"
"16123",CRS3035RES1000mN2403000E4053000,"0","0505205136",74.5,31.8,4,8,0,22.1,3,1718328.9,3112,10.9,20.9,2.8,4,12.1,11.9,1,0,1.9,6,4.9,3.5,3,20,15.1,6.1,10,4,0,"105"
"16124",CRS3035RES1000mN2403000E4071000,"1","05157",5,2.4,0.6,1.2,0.2,2.2,0.2,94496.2,260.6,1,1.4,0.8,0,0.2,1.4,0,0,0,0,0.4,0.2,0.8,0.6,0.8,0.6,1,0.6,0,"105"
"16125",CRS3035RES1000mN2403000E4072000,"0","05157",79.5,36.9,12.1,12.1,1,22,3,1676875.5,3301,27,9.9,5.9,5.1,8,17.9,0,0,3.5,1.1,3.9,3,4.1,9.9,10,19,17.1,7.9,0,"105"
"16126",CRS3035RES1000mN2404000E3991000,"1","05139",1,0.5,0.1,0.1,0.1,0.3,0.1,21130.9,41.7,0.2,0.3,0.1,0,0.1,0.2,0.1,0,0,0,0,0.1,0.1,0.2,0.3,0.1,0.1,0.1,0,"205"
